"","player","VORP","time","year"
"710","jordami01",10,"post",1998
"711","jordami01",10.9,"post",1998
"712","jordami01",12.8,"post",1998
"713","jordami01",18.3,"post",1998
"714","jordami01",14.3,"post",1998
"715","jordami01",10.1,"post",1998
"716","jordami01",9.1,"post",1998
"717","jordami01",11,"post",1998
"718","jordami01",5.2,"post",1998
"719","jordami01",15.7,"post",1998
"720","jordami01",5.1,"post",1998
"721","jordami01",2.3,"post",1998
"722","jordami01",2.6,"post",1998
"723","jordami01",-4.9,"post",1998
"724","jordami01",13.2,"post",1998
"725","jordami01",10.3,"post",1998
"726","jordami01",12,"post",1998
"727","jordami01",12.3,"post",1998
