"","Visitor/Neutral","Visitor Points","Home/Neutral","Home Points","id","year","win","team","season_id","margin"
"1546","PHI","123","UTA","134","202102150UTA",2021,1,"UTA","UTA-2021",11
"1547","CLE","98","GSW","129","202102150GSW",2021,1,"GSW","GSW-2021",31
"1548","MIA","118","LAC","125","202102150LAC",2021,1,"LAC","LAC-2021",7
"1549","BRK","136","SAC","125","202102150SAC",2021,0,"SAC","SAC-2021",-11
"1550","DEN","99","BOS","112","202102160BOS",2021,1,"BOS","BOS-2021",13
"1551","NOP","144","MEM","113","202102160MEM",2021,0,"MEM","MEM-2021",-31
"1552","TOR","124","MIL","113","202102160MIL",2021,0,"MIL","MIL-2021",-11
"1553","LAL","112","MIN","104","202102160MIN",2021,0,"MIN","MIN-2021",-8
"1554","POR","115","OKC","104","202102160OKC",2021,0,"OKC","OKC-2021",-11
"1555","BRK","128","PHO","124","202102160PHO",2021,0,"PHO","PHO-2021",-4
"1556","NYK","89","ORL","107","202102170ORL",2021,1,"ORL","ORL-2021",18
"1557","ATL","122","BOS","114","202102170BOS",2021,0,"BOS","BOS-2021",-8
"1558","HOU","113","PHI","118","202102170PHI",2021,1,"PHI","PHI-2021",5
"1559","DET","102","CHI","105","202102170CHI",2021,1,"CHI","CHI-2021",3
"1560","IND","134","MIN","128","202102170MIN",2021,0,"MIN","MIN-2021",-6
"1561","DEN","128","WAS","130","202102170WAS",2021,1,"WAS","WAS-2021",2
"1562","OKC","113","MEM","122","202102170MEM",2021,1,"MEM","MEM-2021",9
"1563","POR","126","NOP","124","202102170NOP",2021,0,"NOP","NOP-2021",-2
"1564","MIA","112","GSW","120","202102170GSW",2021,1,"GSW","GSW-2021",8
"1565","UTA","114","LAC","96","202102170LAC",2021,0,"LAC","LAC-2021",-18
"1566","TOR","110","MIL","96","202102180MIL",2021,0,"MIL","MIL-2021",-14
"1567","BRK","109","LAL","98","202102180LAL",2021,0,"LAL","LAL-2021",-11
"1568","MIA","118","SAC","110","202102180SAC",2021,0,"SAC","SAC-2021",-8
"1569","DEN","120","CLE","103","202102190CLE",2021,0,"CLE","CLE-2021",-17
"1570","GSW","120","ORL","124","202102190ORL",2021,1,"ORL","ORL-2021",4
"1571","ATL","109","BOS","121","202102190BOS",2021,1,"BOS","BOS-2021",12
"1572","CHI","105","PHI","112","202102190PHI",2021,1,"PHI","PHI-2021",7
"1573","DET","95","MEM","109","202102190MEM",2021,1,"MEM","MEM-2021",14
"1574","OKC","85","MIL","98","202102190MIL",2021,1,"MIL","MIL-2021",13
"1575","PHO","132","NOP","114","202102190NOP",2021,0,"NOP","NOP-2021",-18
"1576","TOR","86","MIN","81","202102190MIN",2021,0,"MIN","MIN-2021",-5
"1577","UTA","112","LAC","116","202102190LAC",2021,1,"LAC","LAC-2021",4
"1578","GSW","100","CHO","102","202102200CHO",2021,0,"GSW","GSW-2021",-2
"1579","MIA","96","LAL","94","202102200LAL",2021,0,"LAL","LAL-2021",-2
"1580","SAC","114","CHI","122","202102200CHI",2021,1,"CHI","CHI-2021",8
"1581","PHO","128","MEM","97","202102200MEM",2021,0,"MEM","MEM-2021",-31
"1582","WAS","118","POR","111","202102200POR",2021,0,"POR","POR-2021",-7
"1583","BOS","115","NOP","120","202102210NOP",2021,1,"NOP","NOP-2021",5
"1584","OKC","117","CLE","101","202102210CLE",2021,0,"CLE","CLE-2021",-16
"1585","MIN","99","NYK","103","202102210NYK",2021,1,"NYK","NYK-2021",4
"1586","DET","96","ORL","105","202102210ORL",2021,1,"ORL","ORL-2021",9
"1587","PHI","103","TOR","110","202102210TOR",2021,1,"TOR","TOR-2021",7
"1588","DEN","115","ATL","123","202102210ATL",2021,1,"ATL","ATL-2021",8
"1589","BRK","112","LAC","108","202102210LAC",2021,0,"LAC","LAC-2021",-4
"1590","SAC","115","MIL","128","202102210MIL",2021,1,"MIL","MIL-2021",13
"1591","CHI","120","HOU","100","202102220HOU",2021,0,"HOU","HOU-2021",-20
"1592","MEM","92","DAL","102","202102220DAL",2021,1,"DAL","DAL-2021",10
"1593","MIA","108","OKC","94","202102220OKC",2021,0,"OKC","OKC-2021",-14
"1594","POR","100","PHO","132","202102220PHO",2021,1,"PHO","PHO-2021",32
"1595","CHO","110","UTA","132","202102220UTA",2021,1,"UTA","UTA-2021",22
"1596","WAS","127","LAL","124","202102220LAL",2021,0,"LAL","LAL-2021",-3
"1597","ATL","111","CLE","112","202102230CLE",2021,1,"CLE","CLE-2021",1
"1598","DET","105","ORL","93","202102230ORL",2021,0,"ORL","ORL-2021",-12
"1599","SAC","118","BRK","127","202102230BRK",2021,1,"BRK","BRK-2021",9
"1600","BOS","107","DAL","110","202102230DAL",2021,1,"DAL","DAL-2021",3
"1601","GSW","114","NYK","106","202102230NYK",2021,0,"NYK","NYK-2021",-8
"1602","PHI","109","TOR","102","202102230TOR",2021,0,"TOR","TOR-2021",-7
"1603","MIN","112","MIL","139","202102230MIL",2021,1,"MIL","MIL-2021",27
"1604","POR","106","DEN","111","202102230DEN",2021,1,"DEN","DEN-2021",5
"1605","WAS","116","LAC","135","202102230LAC",2021,1,"LAC","LAC-2021",19
"1606","BOS","112","ATL","127","202102240ATL",2021,1,"ATL","ATL-2021",15
"1607","HOU","96","CLE","112","202102240CLE",2021,1,"CLE","CLE-2021",16
"1608","GSW","111","IND","107","202102240IND",2021,0,"IND","IND-2021",-4
"1609","MIN","126","CHI","133","202102240CHI",2021,1,"CHI","CHI-2021",7
"1610","TOR","108","MIA","116","202102240MIA",2021,1,"MIA","MIA-2021",8
"1611","DET","118","NOP","128","202102240NOP",2021,1,"NOP","NOP-2021",10
"1612","SAS","99","OKC","102","202102240OKC",2021,1,"OKC","OKC-2021",3
"1613","CHO","124","PHO","121","202102240PHO",2021,0,"PHO","PHO-2021",-3
"1614","LAL","89","UTA","114","202102240UTA",2021,1,"UTA","UTA-2021",25
"1615","DAL","97","PHI","111","202102250PHI",2021,1,"PHI","PHI-2021",14
"1616","ORL","92","BRK","129","202102250BRK",2021,1,"BRK","BRK-2021",37
"1617","SAC","121","NYK","140","202102250NYK",2021,1,"NYK","NYK-2021",19
"1618","LAC","94","MEM","122","202102250MEM",2021,1,"MEM","MEM-2021",28
"1619","WAS","112","DEN","110","202102250DEN",2021,0,"DEN","DEN-2021",-2
"1620","NOP","125","MIL","129","202102250MIL",2021,1,"MIL","MIL-2021",4
"1621","IND","112","BOS","118","202102260BOS",2021,1,"BOS","BOS-2021",6
"1622","HOU","111","TOR","122","202102260TOR",2021,1,"TOR","TOR-2021",11
"1623","PHO","106","CHI","97","202102260CHI",2021,0,"CHI","CHI-2021",-9
"1624","SAC","110","DET","107","202102260DET",2021,0,"DET","DET-2021",-3
"1625","LAC","119","MEM","99","202102260MEM",2021,0,"MEM","MEM-2021",-20
"1626","UTA","116","MIA","124","202102260MIA",2021,1,"MIA","MIA-2021",8
"1627","ATL","109","OKC","118","202102260OKC",2021,1,"OKC","OKC-2021",9
"1628","CHO","121","GSW","130","202102260GSW",2021,1,"GSW","GSW-2021",9
"1629","POR","93","LAL","102","202102260LAL",2021,1,"LAL","LAL-2021",9
"1630","CLE","112","PHI","109","202102270PHI",2021,0,"PHI","PHI-2021",-3
"1631","MIN","112","WAS","128","202102270WAS",2021,1,"WAS","WAS-2021",16
"1632","IND","107","NYK","110","202102270NYK",2021,1,"NYK","NYK-2021",3
"1633","DEN","126","OKC","96","202102270OKC",2021,0,"OKC","OKC-2021",-30
"1634","UTA","124","ORL","109","202102270ORL",2021,0,"ORL","ORL-2021",-15
"1635","NOP","114","SAS","117","202102270SAS",2021,1,"SAS","SAS-2021",3
"1636","DAL","115","BRK","98","202102270BRK",2021,0,"BRK","BRK-2021",-17
"1637","LAC","100","MIL","105","202102280MIL",2021,1,"MIL","MIL-2021",5
"1638","WAS","110","BOS","111","202102280BOS",2021,1,"BOS","BOS-2021",1
"1639","NYK","109","DET","90","202102280DET",2021,0,"DET","DET-2021",-19
"1640","MEM","133","HOU","84","202102280HOU",2021,0,"HOU","HOU-2021",-49
"1641","GSW","91","LAL","117","202102280LAL",2021,1,"LAL","LAL-2021",26
"1642","ATL","99","MIA","109","202102280MIA",2021,1,"MIA","MIA-2021",10
"1643","PHO","118","MIN","99","202102280MIN",2021,0,"MIN","MIN-2021",-19
"1644","CHO","127","SAC","126","202102280SAC",2021,0,"SAC","SAC-2021",-1
"1645","DAL","130","ORL","124","202103010ORL",2021,0,"ORL","ORL-2021",-6
"1646","IND","114","PHI","130","202103010PHI",2021,1,"PHI","PHI-2021",16
"1647","DEN","118","CHI","112","202103010CHI",2021,0,"CHI","CHI-2021",-6
"1648","UTA","124","NOP","129","202103010NOP",2021,1,"NOP","NOP-2021",5
"1649","BRK","124","SAS","113","202103010SAS",2021,0,"SAS","SAS-2021",-11
"1650","CLE","101","HOU","90","202103010HOU",2021,0,"HOU","HOU-2021",-11
"1651","CHO","111","POR","123","202103010POR",2021,1,"POR","POR-2021",12
"1652","MEM","125","WAS","111","202103020WAS",2021,0,"WAS","WAS-2021",-14
"1653","LAC","112","BOS","117","202103020BOS",2021,1,"BOS","BOS-2021",5
"1654","ATL","94","MIA","80","202103020MIA",2021,0,"MIA","MIA-2021",-14
"1655","NYK","93","SAS","119","202103020SAS",2021,1,"SAS","SAS-2021",26
"1656","DEN","128","MIL","97","202103020MIL",2021,0,"MIL","MIL-2021",-31
"1657","PHO","114","LAL","104","202103020LAL",2021,0,"LAL","LAL-2021",-10
"1658","IND","114","CLE","111","202103030CLE",2021,0,"CLE","CLE-2021",-3
"1659","UTA","123","PHI","131","202103030PHI",2021,1,"PHI","PHI-2021",8
"1660","DET","129","TOR","105","202103030TOR",2021,0,"TOR","TOR-2021",-24
"1661","BRK","132","HOU","114","202103030HOU",2021,0,"HOU","HOU-2021",-18
"1662","CHO","135","MIN","102","202103030MIN",2021,0,"MIN","MIN-2021",-33
"1663","CHI","128","NOP","124","202103030NOP",2021,0,"NOP","NOP-2021",-4
"1664","ATL","115","ORL","112","202103030ORL",2021,0,"ORL","ORL-2021",-3
"1665","OKC","78","DAL","87","202103030DAL",2021,1,"DAL","DAL-2021",9
"1666","GSW","106","POR","108","202103030POR",2021,1,"POR","POR-2021",2
"1667","LAL","120","SAC","123","202103030SAC",2021,1,"SAC","SAC-2021",3
"1668","TOR","125","BOS","132","202103040BOS",2021,1,"BOS","BOS-2021",7
"1669","LAC","117","WAS","119","202103040WAS",2021,1,"WAS","WAS-2021",2
"1670","DET","104","NYK","114","202103040NYK",2021,1,"NYK","NYK-2021",10
"1671","DEN","113","IND","103","202103040IND",2021,0,"IND","IND-2021",-10
"1672","MIL","112","MEM","111","202103040MEM",2021,0,"MEM","MEM-2021",-1
"1673","MIA","103","NOP","93","202103040NOP",2021,0,"NOP","NOP-2021",-10
"1674","OKC","107","SAS","102","202103040SAS",2021,0,"SAS","SAS-2021",-5
"1675","GSW","98","PHO","120","202103040PHO",2021,1,"PHO","PHO-2021",22
"1676","SAC","119","POR","123","202103040POR",2021,1,"POR","POR-2021",4
"1677","WAS","112","MEM","127","202103100MEM",2021,1,"MEM","MEM-2021",15
"1678","SAS","104","DAL","115","202103100DAL",2021,1,"DAL","DAL-2021",11
"1679","DET","102","CHO","105","202103110CHO",2021,0,"DET","DET-2021",-3
"1680","BOS","109","BRK","121","202103110BRK",2021,1,"BRK","BRK-2021",12
"1681","ATL","121","TOR","120","202103110TOR",2021,0,"TOR","TOR-2021",-1
"1682","PHI","127","CHI","105","202103110CHI",2021,0,"CHI","CHI-2021",-22
"1683","ORL","103","MIA","111","202103110MIA",2021,1,"MIA","MIA-2021",8
"1684","NYK","101","MIL","134","202103110MIL",2021,1,"MIL","MIL-2021",33
"1685","MIN","135","NOP","105","202103110NOP",2021,0,"NOP","NOP-2021",-30
"1686","DAL","108","OKC","116","202103110OKC",2021,1,"OKC","OKC-2021",8
"1687","GSW","104","LAC","130","202103110LAC",2021,1,"LAC","LAC-2021",26
"1688","PHO","127","POR","121","202103110POR",2021,0,"POR","POR-2021",-6
"1689","HOU","105","SAC","125","202103110SAC",2021,1,"SAC","SAC-2021",20
"1690","DEN","103","MEM","102","202103120MEM",2021,0,"MEM","MEM-2021",-1
"1691","CLE","82","NOP","116","202103120NOP",2021,1,"NOP","NOP-2021",34
"1692","PHI","127","WAS","101","202103120WAS",2021,0,"WAS","WAS-2021",-26
"1693","MIA","101","CHI","90","202103120CHI",2021,0,"CHI","CHI-2021",-11
"1694","ORL","77","SAS","104","202103120SAS",2021,1,"SAS","SAS-2021",27
"1695","HOU","99","UTA","114","202103120UTA",2021,1,"UTA","UTA-2021",15
"1696","IND","100","LAL","105","202103120LAL",2021,1,"LAL","LAL-2021",5
"1697","NYK","119","OKC","97","202103130OKC",2021,0,"OKC","OKC-2021",-22
"1698","DET","95","BRK","100","202103130BRK",2021,1,"BRK","BRK-2021",5
"1699","TOR","104","CHO","114","202103130CHO",2021,0,"TOR","TOR-2021",-10
"1700","MIL","125","WAS","119","202103130WAS",2021,0,"WAS","WAS-2021",-6
"1701","SAC","106","ATL","121","202103130ATL",2021,1,"ATL","ATL-2021",15
"1702","POR","125","MIN","121","202103130MIN",2021,0,"MIN","MIN-2021",-4
"1703","DAL","116","DEN","103","202103130DEN",2021,0,"DEN","DEN-2021",-13
"1704","IND","122","PHO","111","202103130PHO",2021,0,"PHO","PHO-2021",-11
"1705","MEM","122","OKC","128","202103140OKC",2021,1,"OKC","OKC-2021",6
"1706","UTA","119","GSW","131","202103140GSW",2021,1,"GSW","GSW-2021",12
"1707","SAS","99","PHI","134","202103140PHI",2021,1,"PHI","PHI-2021",35
"1708","MIA","102","ORL","97","202103140ORL",2021,0,"ORL","ORL-2021",-5
"1709","CLE","82","ATL","100","202103140ATL",2021,1,"ATL","ATL-2021",18
"1710","BOS","134","HOU","107","202103140HOU",2021,0,"HOU","HOU-2021",-27
"1711","POR","112","MIN","114","202103140MIN",2021,1,"MIN","MIN-2021",2
"1712","TOR","95","CHI","118","202103140CHI",2021,1,"CHI","CHI-2021",23
"1713","LAC","115","NOP","135","202103140NOP",2021,1,"NOP","NOP-2021",20
"1714","SAC","116","CHO","122","202103150CHO",2021,0,"SAC","SAC-2021",-6
"1715","MIL","133","WAS","122","202103150WAS",2021,0,"WAS","WAS-2021",-11
"1716","NYK","112","BRK","117","202103150BRK",2021,1,"BRK","BRK-2021",5
"1717","SAS","109","DET","99","202103150DET",2021,0,"DET","DET-2021",-10
"1718","LAC","109","DAL","99","202103150DAL",2021,0,"DAL","DAL-2021",-10
"1719","IND","106","DEN","121","202103150DEN",2021,1,"DEN","DEN-2021",15
"1720","MEM","99","PHO","122","202103150PHO",2021,1,"PHO","PHO-2021",23
"1721","LAL","128","GSW","97","202103150GSW",2021,0,"GSW","GSW-2021",-31
"1722","UTA","117","BOS","109","202103160BOS",2021,0,"BOS","BOS-2021",-8
"1723","OKC","102","CHI","123","202103160CHI",2021,1,"CHI","CHI-2021",21
"1724","ATL","119","HOU","107","202103160HOU",2021,0,"HOU","HOU-2021",-12
"1725","CLE","98","MIA","113","202103160MIA",2021,1,"MIA","MIA-2021",15
"1726","NYK","96","PHI","99","202103160PHI",2021,1,"PHI","PHI-2021",3
"1727","NOP","124","POR","125","202103160POR",2021,1,"POR","POR-2021",1
"1728","MIN","121","LAL","137","202103160LAL",2021,1,"LAL","LAL-2021",16
"1729","TOR","112","DET","116","202103170DET",2021,1,"DET","DET-2021",4
"1730","BRK","124","IND","115","202103170IND",2021,0,"IND","IND-2021",-9
"1731","MIL","109","PHI","105","202103170PHI",2021,0,"PHI","PHI-2021",-4
"1732","SAC","121","WAS","119","202103170WAS",2021,0,"WAS","WAS-2021",-2
"1733","SAS","106","CHI","99","202103170CHI",2021,0,"CHI","CHI-2021",-7
"1734","BOS","110","CLE","117","202103170CLE",2021,1,"CLE","CLE-2021",7
"1735","GSW","108","HOU","94","202103170HOU",2021,0,"HOU","HOU-2021",-14
"1736","CHO","104","DEN","129","202103170DEN",2021,1,"DEN","DEN-2021",25
"1737","MIA","85","MEM","89","202103170MEM",2021,1,"MEM","MEM-2021",4
"1738","LAC","89","DAL","105","202103170DAL",2021,1,"DAL","DAL-2021",16
"1739","UTA","122","WAS","131","202103180WAS",2021,1,"WAS","WAS-2021",9
"1740","OKC","93","ATL","116","202103180ATL",2021,1,"ATL","ATL-2021",23
"1741","ORL","93","NYK","94","202103180NYK",2021,1,"NYK","NYK-2021",1
"1742","MIN","123","PHO","119","202103180PHO",2021,0,"PHO","PHO-2021",-4
"1743","NOP","93","POR","101","202103180POR",2021,1,"POR","POR-2021",8
"1744","CHO","105","LAL","116","202103180LAL",2021,1,"LAL","LAL-2021",11
"1745","SAC","107","BOS","96","202103190BOS",2021,0,"BOS","BOS-2021",-11
"1746","SAS","116","CLE","110","202103190CLE",2021,0,"CLE","CLE-2021",-6
"1747","DET","113","HOU","100","202103190HOU",2021,0,"HOU","HOU-2021",-13
"1748","GSW","116","MEM","103","202103190MEM",2021,0,"MEM","MEM-2021",-13
"1749","IND","137","MIA","110","202103190MIA",2021,0,"MIA","MIA-2021",-27
"1750","BRK","113","ORL","121","202103190ORL",2021,1,"ORL","ORL-2021",8
"1751","UTA","115","TOR","112","202103190TOR",2021,0,"TOR","TOR-2021",-3
"1752","CHI","127","DEN","131","202103190DEN",2021,1,"DEN","DEN-2021",4
"1753","MIN","101","PHO","113","202103190PHO",2021,1,"PHO","PHO-2021",12
"1754","DAL","119","POR","125","202103190POR",2021,1,"POR","POR-2021",6
"1755","ATL","99","LAL","94","202103200LAL",2021,0,"LAL","LAL-2021",-5
"1756","GSW","103","MEM","111","202103200MEM",2021,1,"MEM","MEM-2021",8
"1757","SAC","105","PHI","129","202103200PHI",2021,1,"PHI","PHI-2021",24
"1758","SAS","113","MIL","120","202103200MIL",2021,1,"MIL","MIL-2021",7
"1759","CHO","98","LAC","125","202103200LAC",2021,1,"LAC","LAC-2021",27
"1760","IND","109","MIA","106","202103210MIA",2021,0,"MIA","MIA-2021",-3
"1761","OKC","114","HOU","112","202103210HOU",2021,0,"HOU","HOU-2021",-2
"1762","NOP","113","DEN","108","202103210DEN",2021,0,"DEN","DEN-2021",-5
"1763","ORL","96","BOS","112","202103210BOS",2021,1,"BOS","BOS-2021",16
"1764","WAS","106","BRK","113","202103210BRK",2021,1,"BRK","BRK-2021",7
"1765","TOR","105","CLE","116","202103210CLE",2021,1,"CLE","CLE-2021",11
"1766","CHI","100","DET","86","202103210DET",2021,0,"DET","DET-2021",-14
"1767","PHI","101","NYK","100","202103210NYK",2021,0,"NYK","NYK-2021",-1
"1768","LAL","94","PHO","111","202103210PHO",2021,1,"PHO","PHO-2021",17
"1769","DAL","132","POR","92","202103210POR",2021,0,"POR","POR-2021",-40
"1770","SAC","119","CLE","105","202103220CLE",2021,0,"CLE","CLE-2021",-14
"1771","OKC","112","MIN","103","202103220MIN",2021,0,"MIN","MIN-2021",-9
"1772","CHO","100","SAS","97","202103220SAS",2021,0,"SAS","SAS-2021",-3
"1773","UTA","120","CHI","95","202103220CHI",2021,0,"CHI","CHI-2021",-25
"1774","TOR","99","HOU","117","202103220HOU",2021,1,"HOU","HOU-2021",18
"1775","BOS","126","MEM","132","202103220MEM",2021,1,"MEM","MEM-2021",6
"1776","IND","113","MIL","140","202103220MIL",2021,1,"MIL","MIL-2021",27
"1777","ATL","110","LAC","119","202103220LAC",2021,1,"LAC","LAC-2021",9
"1778","DEN","110","ORL","99","202103230ORL",2021,0,"ORL","ORL-2021",-11
"1779","LAL","111","NOP","128","202103230NOP",2021,1,"NOP","NOP-2021",17
"1780","WAS","113","NYK","131","202103230NYK",2021,1,"NYK","NYK-2021",18
"1781","PHO","110","MIA","100","202103230MIA",2021,0,"MIA","MIA-2021",-10
"1782","PHI","108","GSW","98","202103230GSW",2021,0,"GSW","GSW-2021",-10
"1783","BRK","116","POR","112","202103230POR",2021,0,"POR","POR-2021",-4
"1784","DET","111","IND","116","202103240IND",2021,1,"IND","IND-2021",5
"1785","BOS","119","MIL","121","202103240MIL",2021,1,"MIL","MIL-2021",2
"1786","DEN","111","TOR","135","202103240TOR",2021,1,"TOR","TOR-2021",24
"1787","CLE","103","CHI","94","202103240CHI",2021,0,"CHI","CHI-2021",-9
"1788","CHO","122","HOU","97","202103240HOU",2021,0,"HOU","HOU-2021",-25
"1789","DAL","128","MIN","108","202103240MIN",2021,0,"MIN","MIN-2021",-20
"1790","MEM","116","OKC","107","202103240OKC",2021,0,"OKC","OKC-2021",-9
"1791","PHO","111","ORL","112","202103240ORL",2021,1,"ORL","ORL-2021",1
"1792","LAC","134","SAS","101","202103240SAS",2021,0,"SAS","SAS-2021",-33
"1793","ATL","108","SAC","110","202103240SAC",2021,1,"SAC","SAC-2021",2
"1794","BRK","88","UTA","118","202103240UTA",2021,1,"UTA","UTA-2021",30
"1795","POR","125","MIA","122","202103250MIA",2021,0,"MIA","MIA-2021",-3
"1796","WAS","102","NYK","106","202103250NYK",2021,1,"NYK","NYK-2021",4
"1797","LAC","98","SAS","85","202103250SAS",2021,0,"SAS","SAS-2021",-13
"1798","PHI","109","LAL","101","202103250LAL",2021,0,"LAL","LAL-2021",-8
"1799","GSW","119","SAC","141","202103250SAC",2021,1,"SAC","SAC-2021",22
"1800","BRK","113","DET","111","202103260DET",2021,0,"DET","DET-2021",-2
"1801","BOS","122","MIL","114","202103260MIL",2021,0,"MIL","MIL-2021",-8
"1802","PHO","104","TOR","100","202103260TOR",2021,0,"TOR","TOR-2021",-4
"1803","MIA","105","CHO","110","202103260CHO",2021,0,"MIA","MIA-2021",-5
"1804","HOU","101","MIN","107","202103260MIN",2021,1,"MIN","MIN-2021",6
"1805","DEN","113","NOP","108","202103260NOP",2021,0,"NOP","NOP-2021",-5
"1806","POR","112","ORL","105","202103260ORL",2021,0,"ORL","ORL-2021",-7
"1807","IND","109","DAL","94","202103260DAL",2021,0,"DAL","DAL-2021",-15
"1808","MEM","114","UTA","117","202103260UTA",2021,1,"UTA","UTA-2021",3
"1809","ATL","124","GSW","108","202103260GSW",2021,0,"GSW","GSW-2021",-16
"1810","CLE","86","LAL","100","202103260LAL",2021,1,"LAL","LAL-2021",14
"1811","NYK","102","MIL","96","202103270MIL",2021,0,"MIL","MIL-2021",-6
"1812","HOU","129","MIN","107","202103270MIN",2021,0,"MIN","MIN-2021",-22
"1813","DET","92","WAS","106","202103270WAS",2021,1,"WAS","WAS-2021",14
"1814","CHI","104","SAS","120","202103270SAS",2021,1,"SAS","SAS-2021",16
"1815","DAL","103","NOP","112","202103270NOP",2021,1,"NOP","NOP-2021",9
"1816","BOS","111","OKC","94","202103270OKC",2021,0,"OKC","OKC-2021",-17
"1817","MEM","110","UTA","126","202103270UTA",2021,1,"UTA","UTA-2021",16
"1818","PHI","112","LAC","122","202103270LAC",2021,1,"LAC","LAC-2021",10
"1819","CLE","98","SAC","100","202103270SAC",2021,1,"SAC","SAC-2021",2
"1820","PHO","101","CHO","97","202103280CHO",2021,1,"PHO","PHO-2021",4
"1821","POR","122","TOR","117","202103280TOR",2021,0,"TOR","TOR-2021",-5
"1822","ATL","102","DEN","126","202103280DEN",2021,1,"DEN","DEN-2021",24
"1823","ORL","93","LAL","96","202103280LAL",2021,1,"LAL","LAL-2021",3
"1824","IND","124","WAS","132","202103290WAS",2021,1,"WAS","WAS-2021",8
"1825","NOP","115","BOS","109","202103290BOS",2021,0,"BOS","BOS-2021",-6
"1826","MIN","107","BRK","112","202103290BRK",2021,1,"BRK","BRK-2021",5
"1827","MIA","98","NYK","88","202103290NYK",2021,0,"NYK","NYK-2021",-10
"1828","TOR","104","DET","118","202103290DET",2021,1,"DET","DET-2021",14
"1829","MEM","120","HOU","110","202103290HOU",2021,0,"HOU","HOU-2021",-10
"1830","DAL","127","OKC","106","202103290OKC",2021,0,"OKC","OKC-2021",-21
"1831","SAC","132","SAS","115","202103290SAS",2021,0,"SAS","SAS-2021",-17
"1832","CLE","75","UTA","114","202103290UTA",2021,1,"UTA","UTA-2021",39
"1833","CHI","102","GSW","116","202103290GSW",2021,1,"GSW","GSW-2021",14
"1834","MIL","105","LAC","129","202103290LAC",2021,1,"LAC","LAC-2021",24
"1835","CHO","114","WAS","104","202103300WAS",2021,0,"WAS","WAS-2021",-10
"1836","PHI","95","DEN","104","202103300DEN",2021,1,"DEN","DEN-2021",9
"1837","ORL","103","LAC","96","202103300LAC",2021,0,"LAC","LAC-2021",-7
"1838","ATL","110","PHO","117","202103300PHO",2021,1,"PHO","PHO-2021",7
"1839","POR","124","DET","101","202103310DET",2021,0,"DET","DET-2021",-23
"1840","MIA","92","IND","87","202103310IND",2021,0,"IND","IND-2021",-5
"1841","DAL","113","BOS","108","202103310BOS",2021,0,"BOS","BOS-2021",-5
"1842","HOU","108","BRK","120","202103310BRK",2021,1,"BRK","BRK-2021",12
"1843","UTA","111","MEM","107","202103310MEM",2021,0,"MEM","MEM-2021",-4
"1844","NYK","101","MIN","102","202103310MIN",2021,1,"MIN","MIN-2021",1
"1845","TOR","103","OKC","113","202103310OKC",2021,1,"OKC","OKC-2021",10
"1846","SAC","106","SAS","120","202103310SAS",2021,1,"SAS","SAS-2021",14
"1847","MIL","112","LAL","97","202103310LAL",2021,0,"LAL","LAL-2021",-15
"1848","CHI","116","PHO","121","202103310PHO",2021,1,"PHO","PHO-2021",5
"1849","PHI","114","CLE","94","202104010CLE",2021,0,"CLE","CLE-2021",-20
"1850","WAS","91","DET","120","202104010DET",2021,1,"DET","DET-2021",29
"1851","CHO","89","BRK","111","202104010BRK",2021,1,"BRK","BRK-2021",22
"1852","GSW","109","MIA","116","202104010MIA",2021,1,"MIA","MIA-2021",7
"1853","ORL","115","NOP","110","202104010NOP",2021,0,"NOP","NOP-2021",-5
"1854","ATL","134","SAS","129","202104010SAS",2021,0,"SAS","SAS-2021",-5
"1855","DEN","101","LAC","94","202104010LAC",2021,0,"LAC","LAC-2021",-7
"1856","GSW","77","TOR","130","202104020TOR",2021,1,"TOR","TOR-2021",53
"1857","HOU","102","BOS","118","202104020BOS",2021,1,"BOS","BOS-2021",16
"1858","DAL","99","NYK","86","202104020NYK",2021,0,"NYK","NYK-2021",-13
"1859","CHO","114","IND","97","202104020IND",2021,0,"IND","IND-2021",-17
"1860","MIN","108","MEM","120","202104020MEM",2021,1,"MEM","MEM-2021",12
"1861","ATL","126","NOP","103","202104020NOP",2021,0,"NOP","NOP-2021",-23
"1862","CHI","106","UTA","113","202104020UTA",2021,1,"UTA","UTA-2021",7
"1863","OKC","103","PHO","140","202104020PHO",2021,1,"PHO","PHO-2021",37
"1864","MIL","127","POR","109","202104020POR",2021,0,"POR","POR-2021",-18
"1865","LAL","115","SAC","94","202104020SAC",2021,0,"SAC","SAC-2021",-21
"1866","DAL","109","WAS","87","202104030WAS",2021,0,"WAS","WAS-2021",-22
"1867","NYK","125","DET","81","202104030DET",2021,0,"DET","DET-2021",-44
"1868","CLE","101","MIA","115","202104030MIA",2021,1,"MIA","MIA-2021",14
"1869","MIN","113","PHI","122","202104030PHI",2021,1,"PHI","PHI-2021",9
"1870","IND","139","SAS","133","202104030SAS",2021,0,"SAS","SAS-2021",-6
"1871","ORL","91","UTA","137","202104030UTA",2021,1,"UTA","UTA-2021",46
"1872","OKC","85","POR","133","202104030POR",2021,1,"POR","POR-2021",48
"1873","MIL","129","SAC","128","202104030SAC",2021,0,"SAC","SAC-2021",-1
"1874","BRK","107","CHI","115","202104040CHI",2021,1,"CHI","CHI-2021",8
"1875","LAL","86","LAC","104","202104040LAC",2021,1,"LAC","LAC-2021",18
"1876","CHO","86","BOS","116","202104040BOS",2021,1,"BOS","BOS-2021",30
"1877","MEM","116","PHI","100","202104040PHI",2021,0,"PHI","PHI-2021",-16
